movie_title,content_rating,runtime,production_company,audience_rating
King Arthur: Legend Of The Sword,PG-13,126,Warner Bros.,69
King Kong,G,100,RKO,86
King Kong,PG,134,Paramount,31
King Kong,PG-13,187,Universal Pictures,50
King Kong,G,100,RKO,86
King Kong,PG,134,Paramount,31
King Kong,PG-13,187,Universal Pictures,50
King Kong,G,100,RKO,86
King Kong,PG,134,Paramount,31
King Kong,PG-13,187,Universal Pictures,50
Kingdom of Heaven,R,145,20thCenturyFox,72
Kingpin,PG-13,113,MGM,69
Kingsman: The Golden Circle,R,141,20thCenturyFox,64
Kingsman: The Secret Service,R,129,20thCenturyFox,84
Kinky Boots,PG-13,107,Miramax Films,74
Kinsey,R,118,20thCenturyFox,75
"Kiss Kiss, Bang Bang",R,102,Warner Bros.,87
Kiss The Girls,R,120,Paramount,62
Kiss of the Dragon,R,97,20thCenturyFox,68
Kit Kittredge: An American Girl,G,100,Picturehouse,69
Knight & Day,PG-13,109,20thCenturyFox,49
Knives Out,PG-13,130,Lionsgate Films,92
Knockaround Guys,R,87,New Line Cinema,51
Knocked Up,R,129,Universal Pictures,83
Knowing,PG-13,115,Summit Entertainment,42
Kong: Skull Island,PG-13,118,Warner Bros.,69
Kramer vs. Kramer,PG,104,Sony,89
Krampus,PG-13,98,Universal Pictures,51
Kronk's New Groove,G,72,Disney,43
Krull,PG,117,Columbia Pictures,51
Kubo and the Two Strings,PG,102,Focus Features,86
Kung Fu Hustle,R,99,Sony,89
Kung Fu Panda,PG,91,Paramount,83
Kung Fu Panda 2,PG,90,Paramount,74
Kung Fu Panda 3,PG,95,Dreamworks,78
Kung Pow! Enter the Fist,PG-13,81,20thCenturyFox,69
L'Enfant,R,95,Sony,72
L.A. Confidential,R,136,Warner Bros.,94
La Bamba,PG-13,108,Columbia Pictures,78
La Dolce Vita,NR,175,American International Picture,90
La Femme Nikita (Nikita),R,117,Samuel Goldwyn Films,84
La Haine,R,97,Criterion Collection,95
La La Land,PG-13,128,Lionsgate Films,81
La Vie en Rose (La Mome),PG-13,140,Picturehouse,84
Labyrinth,PG,101,Sony,86
Ladder 49,PG-13,114,Buena Vista,81
Lady and the Tramp,G,75,Buena Vista,80
Lady in the Water,PG-13,110,Warner Bros.,49
Ladyhawke,PG-13,124,20thCenturyFox,74
Lake Placid,R,82,20thCenturyFox,37
Lakeview Terrace,PG-13,106,Sony,39
Land of the Dead,R,93,Universal Pictures,51
Land of the Lost,PG-13,102,Universal Pictures,32
Lara Croft - Tomb Raider,PG-13,100,Paramount,47
Lara Croft Tomb Raider - The Cradle of Life,PG-13,118,Paramount,44
Larry Crowne,PG-13,98,Universal Pictures,41
Larry the Cable Guy: Health Inspector,PG-13,89,Lionsgate Films,52
Lars and the Real Girl,PG-13,107,MGM,84
Lassie,PG,100,Roadside Attractions,64
Last Action Hero,PG-13,131,Sony,47
Last Chance Harvey,PG-13,92,Overture Films,53
Last Holiday,PG-13,112,Paramount,67
Last Man Standing,R,100,New Line Cinema,51
Last Vegas,PG-13,104,CBS,59
Law Abiding Citizen,R,108,Overture Films,75
Lawless,R,115,The Weinstein Company,74
Lawrence of Arabia,PG,216,Columbia Pictures,93
Laws of Attraction,PG-13,89,New Line Cinema,47
Layer Cake,R,105,Sony,84
Lean on Me,PG-13,108,Warner Bros.,85
Leap Year,PG,100,Universal Pictures,47
Leatherface: The Texas Chainsaw Massacre III,R,81,Sony,31
Leatherheads,PG-13,114,Universal Pictures,38
Leaving Las Vegas,R,111,United Artists Pictures,85
Lee Daniels' The Butler,PG-13,132,The Weinstein Company,78
Legally Blonde,PG-13,96,MGM,72
"Legally Blonde 2 - Red, White & Blonde",PG-13,94,MGM,43
Legend,PG,89,Universal Pictures,73
Legend,R,131,Universal Pictures,59
Legend,PG,89,Universal Pictures,73
Legend,R,131,Universal Pictures,59
Legend of the Guardians: The Owls of Ga'Hoole,PG,91,Warner Bros.,63
Legends of the Fall,R,134,Sony,87
Legion,R,104,Screen Gems,31
Lemony Snicket's A Series of Unfortunate Events,PG,107,Paramount,63
Leprechaun,R,92,Trimark Pictures,32
Les Mis??rables,PG-13,158,Universal Pictures,79
Let Me In,R,115,Overture Films,76
Let the Right One In,R,114,Magnet Releasing,90
Let's Be Cops,R,104,20thCenturyFox,51
Let's Go to Prison,R,89,Universal Pictures,48
Lethal Weapon,R,109,Warner Bros.,86
Lethal Weapon 2,R,113,Warner Bros.,77
Lethal Weapon 3,R,118,Warner Bros.,61
Lethal Weapon 4,R,127,Warner Bros.,64
Letters from Iwo Jima,R,141,Warner Bros.,86
Letters to Juliet,PG,105,Summit Entertainment,62
Licence To Kill,PG-13,133,United Artists Pictures,61
License to Wed,PG-13,91,Warner Bros.,53
Life,R,108,Universal Pictures,77
Life,R,108,Universal Pictures,77
Life Is Beautiful (La Vita ?┐ bella),PG-13,122,Miramax Films,96
Life as We Know It,PG-13,113,Warner Bros.,61
Life as a House,R,124,New Line Cinema,88
Life of Pi,PG,125,20thCenturyFox,84
Life or Something Like It,PG-13,103,20thCenturyFox,44
Like Mike,PG,99,20thCenturyFox,52
Like Water for Chocolate (Como Agua para Chocolate),R,144,Miramax Films,84
Lilo & Stitch,PG,85,Buena Vista,77
Lilo & Stitch 2: Stitch Has a Glitch,PG,68,Disney,56
Limitless,PG-13,105,Relativity Media,74
Lincoln,PG-13,149,Dreamworks,81
Lions for Lambs,R,92,MGM,47
Little Ashes,R,97,Regent Releasing,49
Little Black Book,PG-13,106,Sony,37
Little Children,R,130,New Line Cinema,82
Little Fish,R,113,First Look Pictures,57
Little Fockers,PG-13,97,Universal Pictures,34
Little Giants,PG,105,Warner Bros.,63
Little Man,PG-13,98,Sony,55
Little Miss Sunshine,R,102,20thCenturyFox,91
Little Monsters,PG,103,MGM,62
Little Nicky,PG-13,90,New Line Cinema,56
Little Shop of Horrors,PG-13,93,Warner Bros.,79
Little Women,PG,118,Sony,84
Live Die Repeat: Edge of Tomorrow,PG-13,113,Warner Bros.,90
Live Free or Die Hard,PG-13,129,20thCenturyFox,86
Live and Let Die,PG,121,MGM,64
"Lock, Stock and Two Smoking Barrels",R,105,Gramercy Pictures,93
Locke,R,84,A24,72
Lockout,PG-13,95,FilmDistrict,46
Logan,R,137,20thCenturyFox,90
Logan's Run,PG,118,MGM,67
Lolita,NR,152,MGM,84
London,R,90,Samuel Goldwyn Films,60
London Has Fallen,R,99,Focus Features,51
Lone Survivor,R,121,Universal Pictures,87
Look Who's Talking,PG-13,90,TriStar Pictures,47
Look Who's Talking Now,PG-13,97,Sony,29
"Look Who's Talking, Too",PG-13,81,Sony,32
Looney Tunes: Back in Action,PG,91,Warner Bros.,50
Looper,R,119,Sony,82
Lord of War,R,122,Lionsgate Films,84
Lord of the Flies,R,90,Nelson Entertainment,52
Lord of the Flies,NR,91,Criterion Collection,63
Lord of the Flies,R,90,Nelson Entertainment,52
Lord of the Flies,NR,91,Criterion Collection,63
Lords of Dogtown,PG-13,106,Sony,81
Loser,PG-13,95,Sony,35
Lost Highway,R,135,Universal Pictures,87
Lost In Translation,R,102,Focus Features,85
Lost in Space,PG-13,131,New Line Cinema,24
Lottery Ticket,PG-13,95,Warner Bros.,44
Love Actually,R,135,Universal Pictures,72
Love Don't Cost a Thing,PG-13,101,Warner Bros.,65
Love Happens,PG-13,109,Universal Pictures,37
Love Jones,R,108,New Line Cinema,97
Love Me if You Dare,R,95,Paramount,89
Love Potion No. 9,PG-13,97,20thCenturyFox,43
Love Story,PG,99,Paramount,75
Love and Basketball,PG-13,124,New Line Cinema,95
Love and Other Drugs,R,112,20thCenturyFox,53
Love in the Time of Cholera,R,138,New Line Cinema,45
Lucky Number Slevin,R,110,The Weinstein Company,87
Lucky You,PG-13,124,Warner Bros.,28
Lucy,R,88,Universal Pictures,47
"Lust, Caution",NC17,155,Focus Features,84
L??on: The Professional,R,106,Columbia Pictures,95
M*A*S*H,PG,116,20thCenturyFox,83
MacGruber,R,90,Universal Pictures,35
Machete,R,104,20thCenturyFox,63
Machete Kills,R,107,Open Road Films,35
Mad Max,R,93,American International Picture,70
Mad Max 2: The Road Warrior,R,95,Warner Bros.,86
Mad Max Beyond Thunderdome,PG-13,106,Warner Bros.,49
Mad Max: Fury Road,R,120,Warner Bros.,85
Mad Money,PG-13,103,Overture Films,48
Madagascar 3: Europe's Most Wanted,PG,85,Paramount,72
Madagascar: Escape 2 Africa,PG,88,Paramount,66
Made of Honor,PG-13,101,Sony,55
Madea Goes to Jail,PG-13,103,Lionsgate Films,96
Madea's Big Happy Family,PG-13,106,Lionsgate Films,74
Madea's Family Reunion,PG-13,107,Lionsgate Films,94
Madea's Witness Protection,PG-13,114,Lionsgate Films,66
Madeline,PG,90,Columbia Pictures,43
Magic Mike,R,110,Warner Bros.,60
Magic Mike XXL,R,115,Warner Bros.,55
Magnolia,R,188,New Line Cinema,89
Magnum Force,R,124,Warner Bros.,77
Maid in Manhattan,PG-13,105,Columbia Pictures,43
Major League,R,107,Paramount,84
Major League II,PG,104,Warner Bros.,45
Major Payne,PG-13,97,MCA Universal Home Video,68
Malcolm X,PG-13,201,Warner Bros.,91
Maleficent,PG,98,Disney,70
Malena,R,106,Miramax Films,84
Malibu's Most Wanted,PG-13,86,Warner Bros.,54
Mallrats,R,95,MCA Universal Home Video,82
Mama,PG-13,100,Universal Pictures,55
Mamma Mia!,PG-13,109,Universal Pictures,66
Man of Steel,PG-13,143,Warner Bros.,75
Man of the House,PG-13,100,Columbia Pictures,46
Man of the House,PG-13,100,Columbia Pictures,46
Man of the Year,PG,115,Universal Pictures,45
Man on Fire,R,145,20thCenturyFox,89
Man on Wire,PG-13,90,Magnolia Pictures,87
Man on a Ledge,PG-13,102,Summit Entertainment,52
Man on the Moon,R,118,Universal Pictures,79
Management,R,93,IDP ,30
Manchester by the Sea,R,137,Roadside Attractions,78
Manhattan,R,96,United Artists Pictures,92
Manhunter,R,119,Anchor Bay Entertainment,77
Mannequin,PG,89,20thCenturyFox,55
Many Adventures of Winnie the Pooh,G,74,Disney,88
March of the Penguins,G,80,Warner Bros.,81
Maria Full of Grace,R,101,New Line Cinema,87
Marie Antoinette,PG-13,123,Sony,56
Marley,PG-13,144,Magnolia Pictures,90
Marley & Me,PG,116,20thCenturyFox,75
Marmaduke,PG,88,20thCenturyFox,42
Mars Attacks!,PG-13,103,Warner Bros.,53
Mars Needs Moms,PG,88,Disney,40
Martian Child,PG,106,New Line Cinema,72
Marvel's The Avengers,PG-13,143,Disney,91
Mary Poppins,G,140,Disney,86
Mary Shelley's Frankenstein,R,123,Sony,49
Mary and Max,G,92,IFC Films,92
Master and Commander: The Far Side of the World,PG-13,139,20thCenturyFox,80
Masterminds,PG-13,95,Relativity Media,35
Match Point,R,124,Dreamworks,81
Matchstick Men,PG-13,116,Warner Bros.,74
Material Girls,PG,97,MGM,44
Matilda,PG,93,Sony,73
Maverick,PG-13,129,Warner Bros.,71
Max Payne,PG-13,99,20thCenturyFox,29
Maxed Out,NR,90,Magnolia Pictures,70
May,R,95,Lionsgate Films,75
Maze Runner: The Scorch Trials,PG-13,131,20thCenturyFox,54
McFarland USA,PG,129,Disney,88
Me Before You,PG-13,110,Warner Bros.,73
Me and Earl and the Dying Girl,PG-13,105,20thCenturyFox,86
Me and You and Everyone We Know,R,90,IFC Films,84
"Me, Myself & Irene",R,117,20thCenturyFox,57
Mean Creek,R,89,Paramount,82
Mean Girls,PG-13,97,Paramount,66
Mean Machine,R,98,Paramount,72
Mean Streets,R,110,Warner Bros.,84
Meatballs,PG,92,Lionsgate Films,58
Mechanic: Resurrection,R,99,Summit Entertainment,40
Medicine Man,PG-13,106,Hollywood Pictures,46
Meet Dave,PG,90,20thCenturyFox,35
Meet Joe Black,PG-13,180,Universal Pictures,81
Meet Me In St. Louis,G,113,MGM,87
Meet The Browns,PG-13,100,Lionsgate Films,90
Meet the Fockers,PG-13,115,Universal Pictures,58
Meet the Parents,PG-13,108,Universal Pictures,79
Meet the Robinsons,G,94,Buena Vista,74
Meet the Spartans,PG-13,84,20thCenturyFox,25
Megamind,PG,96,Paramount,72
Melancholia,R,135,Magnolia Pictures,67
Memento,R,116,Newmarket Films LLC,94
Memoirs of a Geisha,PG-13,136,Sony,83
Men at Work,PG-13,98,Sony,45
Men in Black,PG-13,98,Columbia Pictures,79
Men in Black II,PG-13,88,Columbia Pictures,45
Men in Black III,PG-13,104,Sony,70
Men of Honor,R,129,20thCenturyFox,81
Menace II Society,R,97,Warner Bros.,93
Mercury Rising,R,112,Universal Pictures,40
Mermaids,PG-13,110,Orion Pictures Corporation,70
Message in a Bottle,PG-13,125,Warner Bros.,66
Metropolis,PG-13,123,Paramount,92
Miami Vice,R,135,Universal Pictures,43
Michael,PG,105,Warner Bros.,45
Michael Clayton,R,120,Warner Bros.,69
Michael Jackson's This Is It,PG,111,Sony,82
Mickey Blue Eyes,PG-13,103,Warner Bros.,42
Midnight Cowboy,R,113,United Artists Pictures,88
Midnight Express,R,121,Sony,89
Midnight in Paris,PG-13,94,Sony,83
Midnight in the Garden of Good and Evil,R,155,Warner Bros.,65
Mighty Joe Young,PG,114,Buena Vista,40
Mike and Dave Need Wedding Dates,R,98,20thCenturyFox,51
Milk,R,128,Focus Features,89
Miller's Crossing,R,114,20thCenturyFox,90
Million Dollar Arm,PG,123,Disney,68
Million Dollar Baby,PG-13,132,Warner Bros.,90
Millions,PG,97,20thCenturyFox,78
Mindhunters,R,106,Miramax Films,57
Minions,PG,91,Universal Pictures,49
Minority Report,PG-13,144,Dreamworks,80
Miracle,PG,135,Buena Vista,90
Miracle on 34th Street,NR,96,20thCenturyFox,87
Miracle on 34th Street,PG,114,20thCenturyFox,62
Miracle on 34th Street,NR,96,20thCenturyFox,87
Miracle on 34th Street,PG,114,20thCenturyFox,62
Mirror Mirror,PG,106,Relativity Media,45
MirrorMask,PG,96,Samuel Goldwyn Films,80
Mirrors,R,112,Buena Vista,44
Misery,R,107,Columbia Pictures,89
Miss Congeniality,PG-13,105,Warner Bros.,69
Miss Congeniality 2 - Armed and Fabulous,PG-13,115,Warner Bros.,43
Miss March,R,89,20thCenturyFox,29
Miss Peregrine's Home for Peculiar Children,PG-13,121,20thCenturyFox,60
Miss Pettigrew Lives for a Day,PG-13,92,Focus Features,71
Miss Potter,PG,92,MGM,68
Mission to Mars,PG,112,Touchstone Pictures,30
Mission: Impossible,PG-13,110,Paramount,71
Mission: Impossible 2,PG-13,123,Paramount,42
Mission: Impossible Ghost Protocol,PG-13,133,Paramount,76
Mission: Impossible III,PG-13,126,Paramount,69
Mission: Impossible Rogue Nation,PG-13,131,Paramount,87
Mississippi Burning,R,125,Orion Pictures Corporation,90
Moana,PG,113,Disney,89
Modern Times,G,89,United Artists Pictures,95
Mona Lisa Smile,PG-13,117,Sony,60
Money Talks,R,95,New Line Cinema,71
Money Train,R,110,Sony,29
Moneyball,PG-13,133,Sony,86
Monkey Trouble,PG,95,Sony,41
Monkeybone,PG-13,92,20thCenturyFox,27
Monsieur Lazhar,PG-13,94,Music Box Films,86
Monsoon Wedding,R,100,USA Films,87
Monster,R,109,Newmarket Films LLC,81
Monster House,PG,91,Sony,63
Monster's Ball,R,111,Lionsgate Films,67
Monster-in-Law,PG-13,100,New Line Cinema,55
Monsters,R,97,Magnolia Pictures,53
Monsters University,G,102,Disney,81
Monsters vs. Aliens,PG,94,Paramount,59
"Monsters, Inc.",G,92,Disney,90
Monte Carlo,PG,108,20thCenturyFox,49
Monty Python's And Now for Something Completely Different,PG,89,Sony,87
Monty Python's Life of Brian,R,93,Warner Bros.,93
Monty Python's The Meaning of Life,R,103,Universal Pictures,83
Moon,R,97,Sony,89
Moonlight,R,111,A24,79
Moonraker,PG,126,United Artists Pictures,43
Moonrise Kingdom,PG-13,94,Focus Features,86
Moonstruck,PG,101,MGM,81
Morning Glory,PG-13,110,Paramount,51
Mortal Kombat,PG-13,101,New Line Cinema,57
Mortal Kombat: Annihilation,PG-13,94,New Line Cinema,25
Mortdecai,R,106,Lionsgate Films,30
Moulin Rouge,NR,123,United Artists Pictures,90
Moulin Rouge!,PG-13,126,20thCenturyFox,89
Mouse Hunt,PG,97,Dreamworks,49
Movie 43,R,94,Relativity Media,24
Mr. & Mrs. Smith,PG-13,120,20thCenturyFox,58
Mr. 3000,PG-13,102,Buena Vista,30
Mr. Bean's Holiday,PG,88,Universal Pictures,49
Mr. Brooks,R,121,MGM,76
Mr. Deeds,PG-13,96,Columbia Pictures,59
Mr. Holland's Opus,PG,142,,84
Mr. Holmes,PG,105,Roadside Attractions,70
Mr. Magoo,PG,87,Disney,24
Mr. Magorium's Wonder Emporium,G,95,20thCenturyFox,55
Mr. Mom,PG,91,Vestron Pictures,57
Mr. Nanny,PG,84,Sony,33
Mr. Nice Guy (Yat goh hiu yan),PG-13,90,New Line Cinema,44
Mr. Nobody,R,137,Magnolia Pictures,76
Mr. Peabody & Sherman,PG,91,20thCenturyFox,73
Mr. Popper's Penguins,PG,94,20thCenturyFox,53
Mr. Smith Goes to Washington,NR,125,Sony,94
Mr. Woodcock,PG-13,87,New Line Cinema,32
Mrs. Doubtfire,PG-13,125,20thCenturyFox,77
Mrs. Henderson Presents,R,103,The Weinstein Company,72
Much Ado About Nothing,PG-13,109,Roadside Attractions,77
Much Ado About Nothing,PG-13,109,Roadside Attractions,77
Mud,PG-13,130,Lionsgate Films,80
Mulan,G,88,Buena Vista,85
Mulan II,G,79,Disney,42
Mulholland Drive,R,146,Universal Pictures,87
Multiplicity,PG-13,117,Sony,49
Munich,R,164,Universal Pictures,83
Muppet Treasure Island,G,99,Buena Vista,77
Muppets From Space,G,88,Columbia Pictures,58
Muppets Most Wanted,PG,106,Disney,58
Murder at 1600,R,107,Warner Bros.,42
Murder by Numbers,R,120,Warner Bros.,49
Muriel's Wedding,R,105,Miramax Films,84
Music and Lyrics,PG-13,96,Warner Bros.,68
Must Love Dogs,PG-13,98,Warner Bros.,50
Mutant Chronicles,R,111,Magnolia Pictures,24
My Best Friend's Girl,R,103,Lionsgate Films,46
My Best Friend's Wedding,PG-13,105,Sony,73
My Big Fat Greek Wedding,PG,95,IFC Films,73
My Bloody Valentine 3-D,R,101,Lionsgate Films,44
My Blueberry Nights,PG-13,90,The Weinstein Company,61
My Boss's Daughter,PG-13,86,Miramax Films,23
My Cousin Vinny,R,119,20thCenturyFox,87
My Dog Skip,PG,95,Warner Bros.,68
My Favorite Martian,PG,93,Disney,30
My Girl,PG-13,102,Sony,77
My Girl 2,PG,99,Sony,46
My Left Foot,R,103,Miramax Films,92
My Life in Ruins,PG-13,96,20thCenturyFox,44
My Own Private Idaho,R,102,Fine Line Features,80
My Sister's Keeper,PG-13,108,Warner Bros.,72
My Soul to Take,R,107,Universal Pictures,26
My Stepmother Is an Alien,PG-13,108,Sony,30
My Super Ex-Girlfriend,PG-13,96,20thCenturyFox,31
My Week with Marilyn,R,101,The Weinstein Company,71
Mysterious Skin,NC17,99,Tartan Films,89
Mystery Men,PG-13,120,Universal Pictures,57
Mystery Science Theater 3000: The Movie,PG-13,73,MCA Universal Home Video,88
"Mystery, Alaska",R,118,Buena Vista,66
Mystic Pizza,R,102,MGM,55
Mystic River,R,137,Warner Bros.,89
Nacho Libre,PG,91,Paramount,54
Nancy Drew,PG,99,Warner Bros.,59
Nanny McPhee,PG,99,Universal Pictures,64
Nanny McPhee Returns,PG,109,Universal Pictures,55
Napoleon Dynamite,PG,86,20thCenturyFox,74
Narc,R,105,Paramount,79
National Lampoon's Animal House,R,109,Universal Pictures,89
National Lampoon's Christmas Vacation,PG-13,97,Warner Bros.,86
National Lampoon's European Vacation,PG-13,94,Warner Bros.,49
National Lampoon's Loaded Weapon 1,PG-13,83,Sony,49
National Lampoon's Vacation,R,98,Warner Bros.,85
National Lampoon's Van Wilder,R,95,Artisan,73
National Security,PG-13,88,Sony,45
National Treasure,PG,130,Buena Vista,76
National Treasure: Book of Secrets,PG,130,Buena Vista,67
Natural Born Killers,R,119,Warner Bros.,81
Nebraska,R,114,Paramount,83
Ned Kelly,R,109,Focus Features,53
Need For Speed,PG-13,130,Disney,57
Neighbors,R,97,Universal Pictures,63
Neighbors 2: Sorority Rising,R,92,Universal Pictures,44
Neil Young: Heart of Gold,PG,103,Paramount,79
Nell,PG-13,113,20thCenturyFox,64
Network,R,121,MGM,93
Never Back Down,PG-13,114,Summit Entertainment,34
Never Been Kissed,PG-13,107,20thCenturyFox,69
Never Let Me Go,R,104,20thCenturyFox,70
Never Say Never Again,PG,137,Warner Bros.,37
New In Town,PG,96,Lionsgate Films,37
New Jack City,R,101,Warner Bros.,80
New Year's Eve,PG-13,117,Warner Bros.,45
New York Minute,PG,91,Warner Bros.,47
Newsies,PG,121,Buena Vista,88
Next,PG-13,96,Paramount,53
Next Day Air,R,84,Summit Entertainment,31
Next Friday,R,99,New Line Cinema,76
Nick and Norah's Infinite Playlist,PG-13,89,Sony,65
Nick of Time,R,89,Paramount,47
Night Watch,R,115,20thCenturyFox,72
Night at the Museum,PG,108,20thCenturyFox,67
Night at the Museum 2: Battle of the Smithsonian,PG,105,20thCenturyFox,47
Night at the Museum: Secret of the Tomb,PG,97,20thCenturyFox,57
Night of the Living Dead,R,89,Columbia Pictures,68
Night of the Living Dead,R,89,Columbia Pictures,68
Nightcrawler,R,117,Open Road Films,85
Nights in Rodanthe,PG-13,96,Warner Bros.,52
Nim's Island,PG,94,20thCenturyFox,46
Nine,PG-13,118,The Weinstein Company,37
Nine Months,PG-13,102,20thCenturyFox,37
Ninja Assassin,R,99,Warner Bros.,54
No Country for Old Men,R,122,Miramax Films,86
No Good Deed,PG-13,84,Sony,55
No Reservations,PG,104,Warner Bros.,62
No Strings Attached,R,108,Paramount,51
No se aceptan devoluciones (Instructions Not Included),PG-13,115,Lionsgate Films,89
Noah,PG-13,137,Paramount,41
Nocturnal Animals,R,116,Focus Features,73
Non-Stop,PG-13,107,Universal Pictures,63
Norbit,PG-13,102,Dreamworks,53
North Country,R,126,Warner Bros.,76
North by Northwest,NR,136,Turner Entertainment,94
Not Another Teen Movie,R,88,Columbia Pictures,55
Not Easily Broken,PG-13,99,Screen Gems,67
Notes on a Scandal,R,98,20thCenturyFox,83
Nothing Like the Holidays,PG-13,98,Overture Films,42
Nothing to Lose,R,97,Touchstone Pictures,68
Notorious,R,122,20thCenturyFox,65
Notting Hill,PG-13,123,Universal Pictures,79
Now You See Me,PG-13,116,Lionsgate Films,70
Now You See Me 2,PG-13,129,Lionsgate Films,53
Now and Then,PG-13,96,New Line Cinema,82
Nowhere Boy,R,97,The Weinstein Company,74
Nurse Betty,R,108,USA Films,45
Nutty Professor II: The Klumps,PG-13,106,Universal Pictures,33
O,R,95,Lionsgate Films,58
"O Brother, Where Art Thou?",PG-13,106,Buena Vista,89
Oblivion,PG-13,125,Universal Pictures,61
Observe and Report,R,86,Warner Bros.,37
Obsessed,PG-13,108,Sony,46
Ocean's 11,PG-13,127,Warner Bros.,81
Ocean's Eleven,PG-13,116,Warner Bros.,80
Ocean's Thirteen,PG-13,122,Warner Bros.,75
Ocean's Twelve,PG-13,125,Warner Bros.,60
October Baby,PG-13,106,IDP ,79
October Sky,PG,108,Universal Pictures,88
Octopussy,PG,130,20thCenturyFox,47
Oculus,R,105,Relativity Media,53
Of Mice and Men,PG-13,110,MGM,82
Office Space,R,89,20thCenturyFox,93
Okuribito (Departures),PG-13,130,Regent Releasing,92
Old Dogs,PG,88,Disney,44
Old School,R,90,Dreamworks,86
Old Yeller,G,83,Buena Vista,79
Oldboy,R,118,Tartan Films,94
Oldboy,R,103,FilmDistrict,37
Oldboy,R,118,Tartan Films,94
Oldboy,R,103,FilmDistrict,37
Oliver & Company,G,72,,62
Oliver!,G,146,Sony,81
Olympus Has Fallen,R,120,FilmDistrict,66
On Deadly Ground,R,101,Warner Bros.,34
On Her Majesty's Secret Service,PG,140,United Artists Pictures,64
On the Waterfront,NR,108,Sony,95
Once,R,86,20thCenturyFox,91
Once Bitten,PG-13,93,Live Home Video,39
Once Upon a Time In Hollywood,R,159,Columbia Pictures,70
Once Upon a Time in America,R,139,Warner Bros.,93
Once Upon a Time in the West,PG-13,165,Paramount,95
Once upon a Time in Mexico,R,101,Sony,64
One Day,PG-13,108,Focus Features,49
One Direction: This Is Us,PG,95,Sony,79
One Fine Day,PG,108,20thCenturyFox,66
One Flew Over the Cuckoo's Nest,R,133,United Artists Pictures,96
One Hour Photo,R,95,20thCenturyFox,65
One Missed Call,PG-13,87,Warner Bros.,29
One for the Money,PG-13,91,Lionsgate Films,42
Ong-Bak (Ong Bak: Muay Thai Warrior),R,107,Magnolia Pictures,84
Only God Forgives,R,90,Radius-TWC,37
Open Range,R,138,Buena Vista,84
Open Season,PG,87,Sony,57
Open Water,R,79,Lionsgate Films,33
Open Your Eyes (Abre los Ojos),R,117,Artisan,88
Operation Dumbo Drop,PG,107,Buena Vista,29
Orange County,PG-13,81,Paramount,61
Original Sin,R,112,MGM,61
Orphan,R,123,Warner Bros.,63
Osmosis Jones,PG,98,Warner Bros.,41
Ouija,PG-13,85,Universal Pictures,24
Our Family Wedding,PG-13,101,20thCenturyFox,48
Our Idiot Brother,R,96,The Weinstein Company,51
Out Cold,PG-13,89,Buena Vista,84
Out of Africa,PG,160,Universal Pictures,83
Out of Sight,R,122,Universal Pictures,74
Out of Time,PG-13,105,MGM,58
Out of the Furnace,R,116,Relativity Media,52
Outbreak,R,127,Warner Bros.,56
Over Her Dead Body,PG-13,95,New Line Cinema,42
Over the Hedge,PG,83,Dreamworks,71
Over the Top,PG,93,Warner Bros.,49
Overboard,PG,112,MGM,74
Oz the Great and Powerful,PG,130,Disney,56
P.S. I Love You,PG-13,126,Warner Bros.,80
P2,R,98,Summit Entertainment,36
Pacific Rim,PG-13,131,Warner Bros.,77
Pacific Rim Uprising,PG-13,111,Universal Pictures,38
Paddington,PG,95,The Weinstein Company,80
Pain & Gain,R,129,Paramount,47
Pale Rider,R,115,Warner Bros.,83
Pan,PG,111,Warner Bros.,40
Pan's Labyrinth,R,120,Picturehouse,91
Pandorum,R,108,Overture Films,49
Panic Room,R,112,Sony,63
Paper Heart,PG-13,88,Overture Films,45
Paper Towns,PG-13,109,20thCenturyFox,47
Papillon,PG,150,20thCenturyFox,90
ParaNorman,PG,96,Focus Features,72
Paradise Now,PG-13,90,Warner Bros.,87
Paranormal Activity,R,86,Paramount,57
Paranormal Activity 2,R,91,Paramount,48
Paranormal Activity 3,R,81,Paramount,51
Paranormal Activity 4,R,87,Paramount,34
Paranormal Activity: The Ghost Dimension,R,88,Paramount,27
Paranormal Activity: The Marked Ones,R,84,Paramount,34
Parental Guidance,PG,104,20thCenturyFox,59
Parenthood,PG-13,124,MCA Universal Home Video,76
Paris Je T'aime,R,120,First Look Pictures,84
Parker,R,118,FilmDistrict,48
Passenger 57,R,83,Warner Bros.,38
Passengers,PG-13,92,Sony,35
Passengers,PG-13,111,Columbia Pictures,63
Passengers,PG-13,92,Sony,35
Passengers,PG-13,111,Columbia Pictures,63
Patch Adams,PG-13,115,Universal Pictures,73
Pathfinder,R,99,20thCenturyFox,36
Pathology,R,93,MGM,39
Paths of Glory,G,86,United Artists Pictures,95
Patriot Games,R,116,Paramount,73
Patriots Day,R,130,CBS,86
Patton,PG,171,20thCenturyFox,93
Paul,R,104,Universal Pictures,62
Paul Blart: Mall Cop,PG,91,Sony,43
Paul Blart: Mall Cop 2,PG,94,Sony,33
Paulie,PG,91,Dreamworks,55
Pay It Forward,PG-13,122,Warner Bros.,77
Payback,R,101,Paramount,69
Paycheck,PG-13,119,Paramount,45
Peaceful Warrior,PG-13,121,Universal Pictures,76
Pearl Harbor,PG-13,183,Touchstone Pictures,66
Pee-wee's Big Adventure,PG,90,Warner Bros.,79
