movie_title,content_rating,runtime,production_company,audience_rating
The Matrix Reloaded,R,138,Warner Bros.,72
The Matrix Revisited,NR,123,Warner Bros.,64
The Matrix Revolutions,R,130,Warner Bros.,60
The Maze Runner,PG-13,113,20thCenturyFox,68
The Mechanic,R,92,CBS,51
The Medallion,PG-13,88,Columbia Pictures,27
The Men Who Stare at Goats,R,93,Overture Films,39
The Messenger: The Story of Joan of Arc,R,148,Columbia Pictures,58
The Messengers,PG-13,85,Screen Gems,44
The Mexican,R,123,Dreamworks,44
The Midnight Meat Train,R,100,Lionsgate Films,50
The Mighty Ducks,PG,101,Buena Vista,65
The Missing,R,135,Sony,50
The Mission,PG,128,Warner Bros.,87
The Mist,R,125,The Weinstein Company,65
The Money Pit,PG,90,MCA Universal Home Video,58
The Monster Squad,PG-13,81,Vestron Pictures,78
The Monuments Men,PG-13,118,Sony,44
The Mortal Instruments: City of Bones,PG-13,130,Sony,58
The Mothman Prophecies,PG-13,119,Screen Gems,56
The Motorcycle Diaries,R,126,Focus Features,92
The Mummy,PG-13,124,Universal Pictures,75
The Mummy,PG-13,107,Universal Pictures,35
The Mummy,PG-13,124,Universal Pictures,75
The Mummy,PG-13,107,Universal Pictures,35
The Mummy Returns,PG-13,129,Universal Pictures,63
The Mummy: Tomb of the Dragon Emperor,PG-13,112,Universal Pictures,30
The Muppet Christmas Carol,G,85,Buena Vista,85
The Muppets,PG,98,Disney,80
The Muppets Take Manhattan,G,94,Sony,76
The Music Man,G,151,Warner Bros.,85
The Naked Gun 2 1/2: The Smell of Fear,PG-13,85,Paramount,65
The Naked Gun 33 1/3: The Final Insult,PG-13,82,Paramount,53
The Naked Gun: From the Files of Police Squad!,PG-13,85,Paramount,84
The Name of the Rose (Der Name der Rose),R,130,Nelson Entertainment,84
The Namesake,PG-13,122,20thCenturyFox,79
The Nanny Diaries,PG-13,104,MGM,51
The Nativity Story,PG,100,New Line Cinema,76
The Natural,PG,134,TriStar Pictures,88
The Negotiator,R,138,Warner Bros.,79
The Net,PG,112,Sony,44
The Neverending Story,PG,92,Warner Bros.,81
The Neverending Story II: The Next Chapter,G,89,Warner Bros.,40
The New Guy,PG-13,84,Columbia Pictures,54
The New World,PG-13,149,New Line Cinema,58
The Next Karate Kid,PG,104,Sony,24
The Next Three Days,PG-13,133,Lionsgate Films,66
The Nice Guys,R,116,Warner Bros.,79
The Night Before,R,101,Sony,61
The Night Listener,R,91,Miramax Films,35
The Nightmare Before Christmas,PG,75,Touchstone Pictures,91
The Nines,R,99,Newmarket Films LLC,61
The Ninth Gate,R,133,Artisan,57
The Notebook,PG-13,124,New Line Cinema,85
The Notorious Bettie Page,R,90,Picturehouse,51
The Number 23,R,97,New Line Cinema,56
The Nut Job,PG,86,Open Road Films,43
The Nutty Professor,NR,107,Paramount,67
The Object of My Affection,R,112,20thCenturyFox,51
The Odd Couple,PG,105,Paramount,89
The Odd Life of Timothy Green,PG,104,Disney,67
The Omen,R,111,20thCenturyFox,80
The Omen,R,110,20thCenturyFox,40
The Omen,R,111,20thCenturyFox,80
The Omen,R,110,20thCenturyFox,40
The One,PG-13,87,Columbia Pictures,51
The Open Road,PG-13,90,Anchor Bay Entertainment,25
The Orphanage,R,105,Picturehouse,86
The Other Boleyn Girl,PG-13,115,Sony,62
The Other Guys,PG-13,107,Columbia Pictures,60
The Other Sister,PG-13,129,Buena Vista,71
The Other Woman,PG-13,109,20thCenturyFox,57
The Others,PG-13,101,Miramax Films,77
The Outlaw Josey Wales,PG,135,Warner Bros.,92
The Outsiders,PG,91,Warner Bros.,82
The Pacifier,PG,95,Buena Vista,59
The Pagemaster,G,75,20thCenturyFox,48
The Painted Veil,PG-13,125,Warner Bros.,85
The Parent Trap,G,124,Buena Vista,75
The Parent Trap,PG,127,Disney,70
The Parent Trap,G,124,Buena Vista,75
The Parent Trap,PG,127,Disney,70
The Party,PG,99,United Artists Pictures,88
The Passion of the Christ,R,126,Newmarket Films LLC,80
The Patriot,R,158,Columbia Pictures,81
The Peacemaker,R,123,Dreamworks,39
The Peanuts Movie,G,89,20thCenturyFox,76
The Pelican Brief,PG-13,141,Warner Bros.,61
The People Under The Stairs,R,102,Universal Pictures,58
The People Vs. Larry Flynt,R,130,Columbia Pictures,80
The Perfect Holiday,PG-13,96,Yari Film Group,52
The Perfect Man,PG,100,Universal Pictures,58
The Perfect Score,PG-13,93,Paramount,44
The Perfect Storm,PG-13,129,Warner Bros.,64
The Perks of Being a Wallflower,PG-13,103,Lionsgate Films,89
The Pest,PG-13,82,Sony,68
The Phantom,PG,100,Paramount,31
The Phantom of the Opera,PG-13,141,Warner Bros.,84
The Phantom of the Opera,PG-13,141,Warner Bros.,84
The Philadelphia Story,NR,112,MGM,93
The Pianist,R,148,Focus Features,96
The Piano,R,120,Miramax Films,86
The Pink Panther,NR,113,United Artists Pictures,78
The Pink Panther,PG,93,MGM,51
The Pink Panther,NR,113,United Artists Pictures,78
The Pink Panther,PG,93,MGM,51
The Pink Panther Strikes Again,PG,103,United Artists Pictures,84
The Pirates Who Don't Do Anything: A VeggieTales Movie,G,91,Universal Pictures,61
The Pirates! Band of Misfits,PG,88,Sony,60
The Place Beyond The Pines,R,140,Focus Features,75
The Players Club,R,104,New Line Cinema,85
The Polar Express,G,100,Warner Bros.,63
The Poseidon Adventure,PG,117,20thCenturyFox,75
The Possession,PG-13,91,Lionsgate Films,48
The Postman,R,177,Warner Bros.,50
The Preacher's Wife,PG,124,Disney,52
The Prestige,PG-13,130,Buena Vista,92
The Prince & Me,PG,110,Paramount,59
The Prince of Egypt,PG,97,Dreamworks,76
The Princess Bride,PG,98,20thCenturyFox,94
The Princess Diaries,G,115,Disney,68
The Princess Diaries 2 - Royal Engagement,G,113,Disney,59
The Princess and the Frog,G,95,Disney,74
The Producers,PG,88,AVCO Embassy Pictures,85
The Producers,PG-13,134,Universal Pictures,63
The Producers,PG,88,AVCO Embassy Pictures,85
The Producers,PG-13,134,Universal Pictures,63
The Promotion,R,86,The Weinstein Company,28
The Prophecy,R,98,Dimension Films,64
The Proposal,PG-13,108,Disney,67
The Proposition,R,104,First Look Pictures,85
The Protector (Tom yum goong) (Warrior King),R,84,The Weinstein Company,76
The Punisher,R,124,Lionsgate Films,63
The Purge,R,85,Universal Pictures,36
The Purge: Anarchy,R,103,Universal Pictures,56
The Purge: Election Year,R,109,Universal Pictures,48
The Pursuit of Happyness,PG-13,116,Sony,87
The Queen,PG-13,101,Miramax Films,76
The Quick and the Dead,R,105,Sony,53
The Rage: Carrie 2,R,101,MGM,33
The Raid: Redemption,R,101,Sony,87
The Rainmaker,PG-13,135,Paramount,77
The Raven,R,111,Relativity Media,46
The Reader,R,123,The Weinstein Company,79
The Reaping,R,99,Warner Bros.,49
The Recruit,PG-13,115,Touchstone Pictures,58
The Red Violin (Le violon rouge),R,131,Lionsgate Films,91
The Ref,R,93,Buena Vista,73
The Relic,R,110,Paramount,34
The Replacement Killers,R,86,Sony,47
The Replacements,PG-13,118,Warner Bros.,66
The Rescuers,G,76,Disney,68
The Return,PG-13,85,Focus Features,32
The Return of Jafar,G,66,Buena Vista,40
The Return of the Living Dead,R,91,HBO Video,79
The Return of the Pink Panther,G,115,United Artists Pictures,82
The Revenant,R,156,20thCenturyFox,84
The Revenge of the Pink Panther,PG,99,MGM,70
The Ring,PG-13,115,Dreamworks,48
The Ring Two,PG-13,110,Dreamworks,33
The Ringer,PG-13,94,20thCenturyFox,68
The Rite,PG-13,114,Warner Bros.,40
The River Wild,PG-13,111,MCA Universal Home Video,51
The Road,R,110,The Weinstein Company,68
The Road To Guantanamo,R,95,Roadside Attractions,83
The Road to El Dorado,PG,89,Dreamworks,66
The Rock,R,136,Disney,85
The Rocker,PG-13,102,20thCenturyFox,46
The Rocketeer,PG,109,Disney,65
The Rocky Horror Picture Show,R,95,20thCenturyFox,85
The Rookie,G,127,Buena Vista,70
The Roommate,PG-13,93,Screen Gems,27
The Royal Tenenbaums,R,108,Buena Vista,89
The Rugrats Movie,G,79,Paramount,50
The Ruins,R,91,Dreamworks,30
The Rules of Attraction,R,110,Lionsgate Films,71
The Runaways,R,105,Apparition,55
The Rundown,PG-13,104,Universal Pictures,66
The Running Man,R,101,Vestron Pictures,60
The Saint,PG-13,116,Paramount,63
The Sandlot,PG,101,20thCenturyFox,89
The Sandlot 2,PG,103,20thCenturyFox,41
The Santa Clause 2,G,104,Buena Vista,42
The Santa Clause 3: The Escape Clause,G,92,Buena Vista,39
The Savages,R,113,20thCenturyFox,74
The Science of Sleep,R,105,Warner Bros.,81
The Score,R,123,Paramount,67
The Scorpion King,PG-13,91,Universal Pictures,38
The Sea Inside (Mar Adentro) (The Sea Within),PG-13,125,Fine Line Features,92
The Searchers,PG,119,Warner Bros.,88
The Second Chance,PG-13,104,Sony,78
The Secret Garden,G,101,Warner Bros.,80
The Secret Life Of Walter Mitty,PG,114,20thCenturyFox,71
The Secret Life of Bees,PG-13,110,20thCenturyFox,78
The Secret Life of Pets,PG,91,Universal Pictures,62
The Secret World of Arrietty,G,94,Disney,85
The Secret in Their Eyes (El Secreto de Sus Ojos),R,127,Sony,93
The Secret of My Success,PG-13,110,MCA Universal Home Video,58
The Seeker: The Dark Is Rising,PG,99,20thCenturyFox,33
The Sentinel,PG-13,108,20thCenturyFox,40
The September Issue,PG-13,90,Roadside Attractions,71
The Shadow,PG-13,102,Universal Pictures,44
The Shaggy Dog,PG,99,Buena Vista,39
The Shape of Water,R,123,20thCenturyFox,72
The Shawshank Redemption,R,142,Columbia Pictures,98
The Shining,R,142,Warner Bros.,93
The Siege,R,116,20thCenturyFox,53
The Silence of the Lambs,R,119,Orion Pictures Corporation,95
The Simpsons Movie,PG-13,86,20thCenturyFox,77
The Single Moms Club,PG-13,110,Lionsgate Films,58
The Sisterhood of the Traveling Pants,PG,120,Warner Bros.,78
The Sisterhood of the Traveling Pants 2,PG-13,111,Warner Bros.,66
The Sitter,R,81,20thCenturyFox,39
The Sixth Sense,PG-13,107,Hollywood Pictures,90
The Skeleton Key,PG-13,104,Universal Pictures,58
The Skeleton Twins,R,91,Roadside Attractions,69
The Skin I Live In,R,120,Sony,84
The Skulls,PG-13,106,Universal Pictures,43
The Smurfs,PG,102,Sony,44
The Smurfs 2,PG,105,Sony,56
The Social Network,PG-13,120,Columbia Pictures,86
The Soloist,PG-13,117,Dreamworks,56
The Sorcerer's Apprentice,PG,108,Disney,53
The Sound of Music,G,174,20thCenturyFox,91
The Specialist,R,109,Warner Bros.,29
The Spectacular Now,R,95,A24,76
The Spiderwick Chronicles,PG,97,Paramount,63
The Spirit,PG-13,102,Lionsgate Films,25
The SpongeBob Movie: Sponge Out of Water,PG,92,Paramount,54
The SpongeBob SquarePants Movie,PG,83,Paramount,78
The Spy Next Door,PG,92,Lionsgate Films,40
The Spy Who Loved Me,PG,125,United Artists Pictures,76
The Squid and the Whale,R,80,Samuel Goldwyn Films,81
The Station Agent,R,88,Miramax Films,89
The Stepfather,PG-13,101,Screen Gems,35
The Stepford Wives,PG-13,93,Paramount,30
The Sting,PG,129,Universal Pictures,95
The Story of Us,R,94,Universal Pictures,58
The Straight Story,G,111,Buena Vista,91
The Strangers,R,85,Universal Pictures,48
The Sum of All Fears,PG-13,118,Paramount,49
The Swan Princess,G,90,New Line Cinema,66
The Sweetest Thing,R,84,Columbia Pictures,65
The Switch,PG-13,101,Miramax Films,44
The Sword in the Stone,G,80,Buena Vista,73
The Taking of Pelham 1 2 3,R,106,Sony,52
The Tale of Despereaux,G,94,Universal Pictures,44
The Talented Mr. Ripley,R,139,Paramount,80
The Ten,R,99,ThinkFilm,40
The Ten Commandments,G,220,Paramount,87
The Terminal,PG-13,128,Dreamworks,74
The Terminator,R,108,Orion Pictures Corporation,89
The Texas Chainsaw Massacre,R,95,New Line Cinema,58
The Texas Chainsaw Massacre 2,R,100,Media Home Entertainment,44
The Texas Chainsaw Massacre: The Beginning,R,91,New Line Cinema,53
The Theory of Everything,PG-13,123,Focus Features,84
The Thin Red Line,R,170,20thCenturyFox,80
The Thing,R,108,Universal Pictures,92
The Thing,R,103,Universal Pictures,42
The Thing,R,108,Universal Pictures,92
The Thing,R,103,Universal Pictures,42
The Third Man,NR,104,Rialto Pictures,93
The Thirteenth Floor,R,100,Sony,64
The Thomas Crown Affair,R,113,MGM,77
The Three Burials of Melquiades Estrada,R,121,Sony,81
The Three Musketeers,PG,105,Disney,62
The Three Musketeers,PG-13,110,Summit Entertainment,39
The Three Musketeers,PG,105,Disney,62
The Three Musketeers,PG-13,110,Summit Entertainment,39
The Three Stooges,PG,92,20thCenturyFox,47
The Tigger Movie,G,77,Buena Vista,62
The Time Machine,PG-13,96,Dreamworks,37
The Time Traveler's Wife,PG-13,107,Warner Bros.,59
The Tooth Fairy,PG,102,20thCenturyFox,41
The Tourist,PG-13,99,Columbia Pictures,42
The Towering Inferno,PG,165,20thCenturyFox,72
The Town,R,124,Warner Bros.,85
The Transporter,PG-13,92,20thCenturyFox,73
The Treasure of the Sierra Madre,NR,124,Warner Bros.,93
The Tree of Life,PG-13,138,20thCenturyFox,60
The Triplets of Belleville,PG-13,82,Sony,90
The Truman Show,PG,102,Paramount,89
The Truth About Cats & Dogs,PG-13,97,20thCenturyFox,56
The Tuxedo,PG-13,98,Dreamworks,30
The Twilight Saga: Breaking Dawn Part 1,PG-13,117,Summit Entertainment,60
The Twilight Saga: Breaking Dawn Part 2,PG-13,115,Lionsgate Films,70
The Twilight Saga: Eclipse,PG-13,124,Summit Entertainment,60
The Twilight Saga: New Moon,PG-13,130,Summit Entertainment,61
The Ugly Truth,R,95,Sony,60
The Ultimate Gift,PG,114,20thCenturyFox,84
The Unborn,PG-13,88,Rogue Pictures,30
The Uninvited,PG-13,87,Dreamworks,49
The United States of Leland,R,108,Paramount,81
The Untouchables,R,119,Paramount,89
The Upside of Anger,R,121,New Line Cinema,63
The Usual Suspects,R,105,Gramercy Pictures,96
The Village,PG-13,109,Buena Vista,57
The Virgin Suicides,R,97,Paramount,81
The Visit,PG-13,94,Universal Pictures,51
The Visitor,PG-13,103,Overture Films,84
The Vow,PG-13,104,Sony,63
The Wackness,R,110,Sony,72
The Walk,PG,124,Sony,77
The War of the Roses,R,116,20thCenturyFox,71
The War of the Worlds,G,85,Paramount,71
The Warrior's Way,R,100,Rogue Pictures,47
The Warriors,R,90,Paramount,88
The Watch,R,101,20thCenturyFox,39
The Water Horse: Legend of the Deep,PG,111,Sony,62
The Waterboy,PG-13,88,Touchstone Pictures,71
The Way Back,PG-13,133,Newmarket Films LLC,72
The Way Way Back,PG-13,103,20thCenturyFox,84
The Way of the Gun,R,119,Artisan,70
The Weather Man,R,102,Paramount,56
The Wedding Date,PG-13,88,Universal Pictures,67
The Wedding Planner,PG-13,102,Columbia Pictures,59
The Wedding Ringer,R,101,Sony,63
The Wedding Singer,PG-13,96,New Line Cinema,80
The White Ribbon (Das weisse Band),R,144,Sony,79
The Whole Nine Yards,R,101,Warner Bros.,64
The Whole Ten Yards,PG-13,99,Warner Bros.,40
The Wicker Man,R,102,Lionsgate Films,82
The Wicker Man,PG-13,103,Warner Bros.,17
The Wicker Man,R,102,Lionsgate Films,82
The Wicker Man,PG-13,103,Warner Bros.,17
The Wild,G,85,Buena Vista,36
The Wild Bunch,R,142,Warner Bros.,91
The Wind That Shakes the Barley,NR,126,IFC Films,87
The Witch,R,92,A24,59
The Witches,PG,91,Warner Bros.,70
The Witches of Eastwick,R,122,Warner Bros.,62
The Wiz,G,133,Universal Pictures,65
The Wizard of Oz,G,101,Warner Bros.,89
The Wolf of Wall Street,R,179,Paramount,83
The Wolfman,R,102,Universal Pictures,33
The Wolverine,PG-13,126,20thCenturyFox,69
The Woman in Black,PG-13,95,CBS,54
The Women,PG-13,114,Picturehouse,38
The Wood,R,107,Paramount,92
The Woods,R,100,Sony,37
The Words,PG-13,96,CBS,49
The World Is Not Enough,PG-13,125,United Artists Pictures,49
The World's End,R,109,Focus Features,71
The World's Fastest Indian,PG-13,127,Magnolia Pictures,89
The Wrestler,R,110,20thCenturyFox,88
The X-Files - Fight the Future,PG-13,120,20thCenturyFox,72
The X-Files: I Want to Believe (The X Files 2),PG-13,104,20thCenturyFox,32
The Young Victoria,PG,104,Apparition,74
Thelma & Louise,R,129,MGM,82
There Will Be Blood,R,158,Paramount,86
There's Something About Mary,R,118,20thCenturyFox,61
They Live,R,93,MCA Universal Home Video,79
Things We Lost in the Fire,R,118,Dreamworks,73
Think Like a Man,PG-13,122,Sony,79
Think Like a Man Too,PG-13,105,Sony,59
Thirteen,R,100,20thCenturyFox,77
Thirteen Days,PG-13,145,New Line Cinema,80
Thirteen Ghosts (13 Ghosts),R,91,Warner Bros.,49
This Christmas,PG-13,117,Sony,81
This Is 40,R,134,Universal Pictures,50
This Is England,NR,98,IFC Films,90
This Is Spinal Tap,R,82,MGM,92
This Is Where I Leave You,R,103,Warner Bros.,59
This Is the End,R,107,Sony,71
This Means War,PG-13,97,20thCenturyFox,56
Thor,PG-13,113,Paramount,76
Thor: Ragnarok,PG-13,130,Disney,87
Thor: The Dark World,PG-13,111,Disney,76
Three Amigos!,PG,105,HBO Video,67
Three Colors: Blue (Trois Couleurs: Bleu),R,97,Miramax Films,93
Three Colors: Red (Trois couleurs: Rouge),R,99,Miramax Films,95
Three Kings,R,115,Warner Bros.,77
Three Men and a Baby (3 Men and a Baby),PG,102,Disney,47
Three Men and a Little Lady,PG,108,Touchstone Pictures,43
Three to Tango,PG-13,98,Warner Bros.,48
Throw Momma from the Train,PG-13,86,Orion Pictures Corporation,54
Thumbelina,G,94,Warner Bros.,66
Thumbsucker,R,95,Sony,71
Thunderball,PG,130,United Artists Pictures,73
Tideland,R,122,ThinkFilm,64
Tigerland,R,109,20thCenturyFox,71
Tim Burton's Corpse Bride,PG,76,Warner Bros.,77
Time Bandits,PG,110,Paramount,77
Timecop,R,98,MCA Universal Home Video,36
Timeline,PG-13,116,Paramount,45
Tin Cup,R,133,New Line Cinema,65
Tinker Tailor Soldier Spy,R,127,Focus Features,65
Titan A.E.,PG,95,20thCenturyFox,60
Titanic,NR,97,20thCenturyFox,66
Titanic,PG-13,195,Paramount,69
Titanic,NR,97,20thCenturyFox,66
Titanic,PG-13,195,Paramount,69
To Catch a Thief,PG,106,Paramount,84
To Die For,R,103,Columbia Pictures,65
To Kill A Mockingbird,NR,129,Universal Pictures,92
To Rome with Love,R,111,Sony,40
"To Wong Foo, Thanks for Everything! Julie Newmar",PG-13,108,Universal Pictures,71
Tom and Huck,PG,92,Buena Vista,42
Tommy,PG,111,Sony,72
Tommy Boy,PG-13,98,Paramount,90
Tomorrow Never Dies,PG-13,119,MGM,53
Tomorrowland,PG,129,Disney,49
Tony 'n' Tina's Wedding,R,108,IFC Films,55
Tootsie,PG,111,Columbia Pictures,81
Top Five,R,101,Paramount,64
Top Gun,PG,109,Paramount,83
Top Secret!,PG,90,Paramount,80
Torque,PG-13,81,Warner Bros.,41
Total Recall,R,109,TriStar Pictures,78
Total Recall,PG-13,117,Sony,47
Total Recall,R,109,TriStar Pictures,78
Total Recall,PG-13,117,Sony,47
Tower Heist,PG-13,105,Universal Pictures,48
Toy Soldiers,R,112,Sony,66
Toy Story,G,80,Buena Vista,92
Toy Story 2,G,92,Buena Vista,86
Toy Story 3,G,102,Disney,89
Toy Story 4,G,100,Disney,94
Toys,PG-13,121,20thCenturyFox,39
Trade,R,119,Roadside Attractions,74
Trading Places,R,116,Paramount,84
Traffic,R,147,USA Films,85
Training Day,R,120,Warner Bros.,89
Trainspotting,R,94,Miramax Films,93
Trainwreck,R,125,Universal Pictures,66
Traitor,PG-13,113,Overture Films,64
Transamerica,R,103,The Weinstein Company,83
Transcendence,PG-13,119,Warner Bros.,37
Transformers,PG-13,144,Dreamworks,85
Transformers: Age of Extinction,PG-13,165,Paramount,50
Transformers: Dark of the Moon,PG-13,154,Paramount,55
Transformers: Revenge of the Fallen,PG-13,149,Paramount,57
Transformers: The Last Knight,PG-13,148,Paramount,43
Transporter 2,PG-13,88,20thCenturyFox,58
Transporter 3,PG-13,105,Lionsgate Films,49
Treasure Planet,PG,95,Buena Vista,72
Tremors,PG-13,96,MCA Universal Home Video,75
Tremors 2: Aftershocks,PG-13,100,Universal Pictures,46
Tremors 3 - Back to Perfection,PG,104,Universal Pictures,34
Triangle,R,99,IDP ,66
Trick 'r Treat,R,82,Warner Bros.,71
Tristan & Isolde,PG-13,126,20thCenturyFox,71
Trolls,PG,88,Dreamworks,67
Tron Legacy,PG,125,Disney,63
Tropic Thunder,R,107,Dreamworks,70
Trouble with the Curve,PG-13,111,Warner Bros.,66
Troy,R,162,Warner Bros.,73
True Grit,G,128,Paramount,84
True Grit,PG-13,110,Paramount,85
True Grit,G,128,Paramount,84
True Grit,PG-13,110,Paramount,85
True Romance,R,116,Warner Bros.,93
Trumbo,PG-13,96,Samuel Goldwyn Films,78
Trust the Man,R,103,20thCenturyFox,35
Tsotsi (Thug),R,91,Miramax Films,86
Tuck Everlasting,PG,90,Buena Vista,70
Tucker and Dale vs. Evil,R,89,Magnet Releasing,84
Turbo,PG,96,Dreamworks,65
Turistas (Paradise Lost),R,94,20thCenturyFox,28
Turner and Hooch,PG,100,Buena Vista,51
Twelve Monkeys (12 Monkeys),R,131,Universal Pictures,88
Twilight,PG-13,121,Summit Entertainment,73
Twilight Zone: The Movie,PG,102,Warner Bros.,55
Twin Peaks - Fire Walk with Me,R,135,New Line Cinema,78
Twins,PG,112,Universal Pictures,39
Twister,PG-13,114,Warner Bros.,58
Two Brothers,PG,108,Universal Pictures,75
Two Can Play That Game,R,90,Screen Gems,83
Two Lovers,R,109,Magnolia Pictures,59
Two Weeks Notice,PG-13,101,Warner Bros.,59
Two for the Money,R,122,Universal Pictures,48
Tyler Perry's A Madea Christmas,PG-13,100,Lionsgate Films,70
Tyler Perry's Good Deeds,PG-13,111,Lionsgate Films,76
U-571,PG-13,116,Universal Pictures,62
U-Turn,R,125,Sony,62
U.S. Marshals,PG-13,133,Warner Bros.,53
UHF,PG,97,Orion Pictures Corporation,77
Ultraviolet,PG-13,88,Sony,30
Unaccompanied Minors,PG,89,Warner Bros.,53
Unbreakable,PG-13,107,Touchstone Pictures,77
Unbroken,PG-13,137,Universal Pictures,70
Uncle Buck,PG,100,MCA Universal Home Video,76
Under Siege,R,102,Warner Bros.,62
Under Siege 2: Dark Territory,R,100,Warner Bros.,38
Under the Same Moon,PG-13,109,The Weinstein Company,82
Under the Skin,R,108,A24,55
Under the Tuscan Sun,PG-13,113,Buena Vista,78
Underclassman,PG-13,94,Miramax Films,35
Undercover Brother,PG-13,85,Universal Pictures,64
Underdog,PG,80,Buena Vista,42
Underworld,R,121,Sony,79
Underworld: Awakening,R,89,Screen Gems,62
Underworld: Evolution,R,105,Sony,72
Underworld: The Rise of the Lycans,R,92,Sony,63
Unfaithful,R,124,20thCenturyFox,68
Unforgiven,R,130,Warner Bros.,93
Unfriended,R,83,Universal Pictures,36
United 93,R,111,Universal Pictures,83
Universal Soldier,R,104,TriStar Pictures,46
Universal Soldier: The Return,R,82,Sony,24
Unknown,PG-13,113,Warner Bros.,55
Unleashed,R,102,Focus Features,75
Unstoppable,PG-13,94,20thCenturyFox,72
Untraceable,R,101,Sony,52
Up,PG,89,Disney,90
Up in Smoke,R,86,Paramount,83
Up in the Air,R,109,Paramount,79
Uptown Girls,PG-13,93,MGM,60
Urban Cowboy,PG,135,Paramount,81
Urban Legend,R,95,TriStar Pictures,37
Urban Legends: Final Cut,R,98,Sony,20
V for Vendetta,R,132,Warner Bros.,90
Vacancy,R,85,Sony,42
Vacation,R,99,Warner Bros.,45
Valentine,R,96,Warner Bros.,33
Valentine's Day,PG-13,119,New Line Cinema,47
Valiant,G,75,Buena Vista,29
Valkyrie,PG-13,120,MGM,65
Vampire Academy,PG-13,104,The Weinstein Company,55
Vampire in Brooklyn,R,101,Paramount,31
Vampires Suck,PG-13,82,20thCenturyFox,29
Van Helsing,PG-13,132,Universal Pictures,57
Van Wilder: The Rise of Taj (Van Wilder 2),R,98,MGM,38
Vanilla Sky,R,134,Paramount,72
Vanity Fair,PG-13,140,Focus Features,50
Vantage Point,PG-13,89,Sony,57
Varsity Blues,R,104,Paramount,76
Vegas Vacation,PG,95,Warner Bros.,51
Velvet Goldmine,R,123,Miramax Films,80
Venom,PG-13,112,Columbia Pictures,81
Veronica Mars,PG-13,107,Warner Bros.,78
Vertical Limit,PG-13,126,Columbia Pictures,41
Vertigo,PG,128,Paramount,93
Very Bad Things,R,100,PolyGram,58
Vicky Cristina Barcelona,PG-13,96,The Weinstein Company,74
Victor Frankenstein,PG-13,110,20thCenturyFox,35
Videodrome,R,90,Universal Pictures,80
View from the Top,PG-13,87,Miramax Films,34
Village of the Damned,R,98,MCA Universal Home Video,27
Virtuosity,R,105,Paramount,32
Volcano,PG-13,102,20thCenturyFox,31
Volver,R,111,Sony,89
W.,PG-13,131,Lionsgate Films,42
WALL-E,G,97,Disney,90
Wag the Dog,R,97,New Line Cinema,76
Waist Deep,R,97,Focus Features,76
Waiting,R,93,Lionsgate Films,75
Waiting for Guffman,R,84,Sony,91
Waiting to Exhale,R,121,20thCenturyFox,79
Waitress,PG-13,107,20thCenturyFox,74
Waking Life,R,99,20thCenturyFox,87
Waking Ned Devine,PG,91,20thCenturyFox,88
Walk Hard: The Dewey Cox Story,R,96,Sony,57
Walk the Line,PG-13,136,20thCenturyFox,90
Walking Tall,PG-13,86,MGM,60
Walking With Dinosaurs,PG,87,20thCenturyFox,41
Wall Street,R,125,20thCenturyFox,81
Wall Street: Money Never Sleeps,PG-13,130,20thCenturyFox,44
Wallace & Gromit: The Curse of the Were-Rabbit,G,85,Dreamworks,79
Waltz with Bashir,R,90,Sony,91
Wanderlust,R,98,Universal Pictures,39
Wanted,R,110,Universal Pictures,69
War (Rogue Assassin),R,103,Lionsgate Films,51
War Dogs,R,114,Warner Bros.,68
War Horse,PG-13,146,Disney,74
War for the Planet of the Apes,PG-13,142,20thCenturyFox,84
War of the Worlds,PG-13,116,Paramount,42
"War, Inc.",R,106,First Look Pictures,38
WarGames (War Games),PG,113,MGM,76
Warcraft,PG-13,123,Universal Pictures,76
Warlords (Tau ming chong),R,127,Magnet Releasing,70
Warm Bodies,PG-13,98,Lionsgate Films,73
Warrior,PG-13,139,Lionsgate Films,92
Watchmen,R,163,Warner Bros.,71
Water,PG-13,117,20thCenturyFox,90
Water for Elephants,PG-13,121,20thCenturyFox,70
Watership Down,PG,92,Warner Bros.,86
Waterworld,PG-13,136,MCA Universal Home Video,43
Wayne's World,PG-13,95,Paramount,84
Wayne's World 2,PG-13,94,Paramount,63
We Are Marshall,PG,127,Warner Bros.,79
We Bought a Zoo,PG,124,20thCenturyFox,71
We Need to Talk About Kevin,R,111,Oscilloscope Pictures,78
We Own the Night,R,118,Sony,61
We Were Soldiers,R,137,Paramount,84
We're The Millers,R,110,Warner Bros.,72
Wedding Crashers,R,119,New Line Cinema,70
Weekend at Bernie's,PG-13,97,20thCenturyFox,57
Weekend at Bernie's II,PG,90,TriStar Pictures,41
Weird Science,PG-13,94,Universal Pictures,69
Welcome Home Roscoe Jenkins,PG-13,114,Universal Pictures,63
Welcome to the Dollhouse,R,87,Sony,86
Wes Craven's New Nightmare,R,112,Turner Entertainment,66
West Side Story,PG,151,United Artists Pictures,84
Wet Hot American Summer,R,97,USA Films,76
Whale Rider,PG-13,101,Palm Pictures,88
What About Bob?,PG,100,Touchstone Pictures,79
What Dreams May Come,PG-13,113,PolyGram,84
What Ever Happened to Baby Jane?,NR,132,Warner Bros.,92
What Happens in Vegas,PG-13,99,20thCenturyFox,65
What If,PG-13,102,CBS,69
What Lies Beneath,PG-13,126,Dreamworks,58
